Theta_AF3,Theta_T7,Theta_PZ,Theta_T8,Theta_AF4,Alpha_AF3,Alpha_T7,Alpha_PZ,Alpha_T8,Alpha_AF4,BetaL_AF3,BetaL_T7,BetaL_PZ,BetaL_T8,BetaL_AF4,BetaH_AF3,BetaH_T7,BetaH_PZ,BetaH_T8,BetaH_AF4,Gamma_AF3,Gamma_T7,Gamma_PZ,Gamma_T8,Gamma_AF4,Command
6.48,27.235,7.423,4.533,22.254,1.112,6.234,4.282,2.271,4.048,1.477,5.601,1.615,1.317,5.333,1.697,2.191,1.92,2.319,2.044,1.237,1.334,1.099,5.343,1.771,0
7.395,19.315,8.787,4.806,25.261,0.963,4.692,4.8,1.897,5.41,1.842,4.389,1.378,1.153,7.121,1.832,1.708,1.808,2.565,2.303,1.342,1.186,1.084,5.704,1.887,0
7.786,6.734,8.842,4.619,23.973,1.179,2.045,5.02,1.704,7.341,3.079,2.096,1.024,1.164,8.466,2.287,0.965,1.505,3.544,2.671,1.515,0.992,1.156,6.449,2.123,0
7.389,4.104,7.5,4.435,20.06,1.547,1.406,4.719,1.897,7.424,3.693,1.396,0.979,1.361,7.735,2.386,0.874,1.412,4.014,2.68,1.573,1.013,1.245,6.772,2.226,0
6.307,4.193,4.815,4.504,11.215,2.507,1.251,4.161,2.357,6.255,3.933,0.874,1.045,1.995,4.909,2.144,1.049,1.525,4.266,2.498,1.643,1.236,1.458,7.392,2.385,2
6.62,5.875,6.762,7.39,6.954,3.11,1.736,4.097,2.633,4.814,2.694,1.278,1.077,3.043,2.889,1.63,1.247,1.923,3.699,2.38,1.638,1.467,1.564,7.811,2.436,2
7.416,6.793,9.145,10.093,6.749,3.183,2.006,3.933,2.812,4.32,1.903,1.771,1.035,3.582,2.412,1.455,1.309,2.064,3.402,2.419,1.591,1.521,1.539,7.771,2.418,2
9.068,7.639,12.23,15.144,9.038,3.166,2.012,3.136,3.245,5.01,0.861,2.612,0.86,3.965,2.296,1.48,1.354,1.897,3.204,3.067,1.404,1.429,1.352,7.068,2.407,0
9.352,7.074,11.93,15.835,11.322,3.163,1.678,2.904,3.336,6.568,0.693,2.668,0.809,3.628,2.8,1.62,1.331,1.6,3.252,3.788,1.299,1.295,1.228,6.527,2.487,0
8.308,4.464,8.597,12.32,17.262,3.07,0.832,3.366,2.935,10.728,0.793,1.963,0.905,2.371,4.67,1.737,1.173,0.952,3.349,5.393,1.205,0.975,1.034,5.594,2.801,0
5.755,1.919,5.424,6.433,19.725,2.568,0.508,3.777,2.183,11.832,1.184,0.926,1.148,1.852,5.824,1.43,0.886,0.666,3.427,5.73,1.353,0.732,0.997,5.677,3.103,0
4.434,1.155,4.565,4.711,17.608,2.206,0.595,3.492,1.898,10.3,1.388,0.577,1.241,2.11,5.5,1.227,0.735,0.682,3.464,5.204,1.475,0.667,1.028,6.229,3.197,0
2.867,0.76,3.596,4.499,9.666,1.806,1.035,2.304,1.553,5.551,1.634,0.269,1.248,2.858,3.56,1.009,0.573,0.849,3.403,3.519,1.599,0.658,1.114,7.729,3.221,2
2.826,1.063,2.768,5.177,4.016,1.941,1.607,1.587,1.598,3.091,1.715,0.258,1.141,3.246,2.396,1.076,0.707,0.947,3.196,2.414,1.457,0.723,1.144,8.079,2.991,2
3.092,1.414,2.645,4.767,3.397,2.069,1.86,1.615,1.916,3.096,1.816,0.396,1.171,3.525,2.794,1.184,0.83,0.966,3.181,2.339,1.36,0.741,1.142,7.552,2.825,2
3.616,2.085,3.431,3.145,4.585,2.159,2.057,1.963,2.943,3.594,2.214,0.983,1.376,4.459,4.817,1.58,1.005,1.07,3.47,2.982,1.354,0.742,1.167,6.252,2.678,2
3.741,2.348,4.26,2.554,5.612,2.108,1.929,2.085,3.3,3.53,2.456,1.344,1.446,4.794,5.729,1.85,1.049,1.197,3.727,3.545,1.47,0.75,1.204,6.081,2.779,2
3.862,2.728,6.274,5.228,7.85,2.024,1.299,2.097,3.332,2.723,2.76,1.889,1.358,4.635,6.092,2.221,1.171,1.577,4.301,4.45,1.836,0.816,1.349,7.416,3.327,2
5.206,2.569,7.527,13.725,9.637,2.127,0.705,2.194,3.531,1.745,2.523,1.97,1.073,4.712,4.489,2.002,1.371,1.93,5.113,4.251,2.206,0.876,1.66,10.441,4.076,2
6.646,2.34,7.849,17.959,9.807,2.162,0.574,2.563,3.962,1.407,2.205,1.845,0.98,5.255,3.439,1.75,1.438,2.031,5.668,3.843,2.332,0.87,1.838,11.91,4.389,2
9.687,1.765,7.917,21.079,8.029,2.034,0.555,4.006,4.638,1.108,1.458,1.394,1.05,6.3,1.874,1.413,1.381,2.029,6.708,3.189,2.359,0.796,2.008,13.036,4.559,2
10.576,1.322,7.922,16.662,4.572,1.828,0.595,5.365,3.755,1.164,0.938,0.888,1.255,5.181,1.429,1.525,1.152,1.792,7.146,3.133,2.121,0.723,1.779,11.075,4.051,2
9.817,1.252,7.009,13.54,3.146,1.833,0.611,5.614,2.927,1.358,0.977,0.712,1.285,3.913,1.637,1.629,1.054,1.632,7.163,3.176,1.972,0.719,1.588,9.52,3.726,2
8.567,1.482,5.205,8.476,1.86,2.585,0.677,5.124,1.904,2.125,1.834,0.64,1.249,1.788,2.531,1.626,0.986,1.37,7.062,3.006,1.739,0.795,1.343,7.077,3.383,2
10.222,1.881,3.987,6.852,2.172,3.506,0.718,4.531,1.894,2.519,2.466,0.712,1.262,1.307,2.952,1.536,1.015,1.285,6.88,2.79,1.665,0.858,1.334,6.492,3.382,2
20.38,2.942,1.616,6,4.375,5.897,0.707,3.246,2.265,2.803,3.326,0.943,1.425,1.261,3.355,1.41,1.107,1.226,5.965,2.373,1.557,0.969,1.411,5.982,3.314,2
30.531,3.049,2.525,7.178,7.42,6.866,0.523,2.654,2.372,2.221,3.164,1.179,1.495,1.855,3.347,1.398,1.126,1.348,4.702,2.192,1.454,0.995,1.42,5.545,2.916,2
31.14,2.496,4.941,7.426,10.89,6.329,0.433,2.752,2.315,2.002,2.84,1.275,1.427,2.283,3.568,1.343,1.108,1.456,4.313,2.478,1.405,0.981,1.4,5.36,2.791,2
23.008,1.421,11.901,7.198,23.212,4.113,0.397,3.258,1.963,2.803,2.24,1.524,1.212,2.979,4.704,1.05,1.155,1.696,4.321,4.091,1.356,0.987,1.472,5.509,3.241,2
17.365,1.265,14.222,7.525,29.752,3.198,0.447,3.398,1.703,3.741,2.134,1.693,1.163,3.051,5.218,0.909,1.263,1.792,4.5,5.03,1.374,1.024,1.64,6.009,3.775,2
10.395,1.867,15.107,9.533,34.143,2.527,0.612,3.193,1.129,5.034,2.373,1.949,1.212,2.717,5.023,0.919,1.548,1.911,4.623,5.663,1.467,1.107,2.182,7.672,4.686,2
9.814,2.299,12.673,10.378,24,2.579,0.809,2.936,0.832,4.167,2.848,1.829,1.514,2.725,3.454,1.222,1.605,2.059,4.495,4.253,1.53,1.078,2.538,8.947,4.525,2
9.906,2.153,14.169,9.402,16.661,2.543,0.878,3.277,0.895,3.368,3.008,1.635,1.857,3.107,2.768,1.355,1.506,2.221,4.607,3.382,1.535,1.01,2.521,9.041,4.087,2
8.629,1.727,19.449,6.027,6.217,2.758,0.855,5.212,1.426,2.824,3.024,1.265,2.806,4.098,2.354,1.449,1.289,2.642,5.4,2.507,1.551,0.852,2.241,8.454,3.192,2
6.118,2.433,21.812,4.672,3.921,4.018,0.698,7.223,2.29,3.69,2.811,1.263,3.206,4.08,2.585,1.31,1.336,2.709,5.931,2.422,1.536,0.742,1.984,7.801,2.745,2
5.019,4.223,20.247,5.47,4.411,4.844,0.735,7.512,2.688,3.949,2.634,1.414,2.978,3.493,2.548,1.179,1.463,2.475,5.624,2.261,1.456,0.716,1.864,7.417,2.573,0
4.064,12.091,11.289,8.002,6.782,5.686,1.457,6.293,3.033,3.358,2.03,2.056,2.022,2.029,2.19,0.891,1.839,1.683,3.836,1.69,1.101,0.746,1.45,5.828,2.022,0
4.477,17.502,6.617,8.852,7.6,5.387,2.424,5.17,2.896,2.724,1.688,2.546,1.589,1.561,2.023,0.77,2.078,1.332,2.745,1.416,0.877,0.793,1.155,4.589,1.648,0
6.939,25.115,2.971,8.996,8.662,3.7,5.409,3.392,2.158,3.123,1.425,3.559,1.343,1.367,2.459,0.789,2.546,1.08,1.241,1.43,0.548,0.876,0.629,2.075,1.043,0
8.757,22.451,4.096,8.099,14.868,2.17,7.648,3.021,1.594,9.822,1.724,3.902,1.795,1.627,5.58,1.284,2.56,1.333,0.908,3.241,0.531,0.833,0.467,0.68,1.286,0
8.592,17.794,5.304,7.333,21.005,1.871,7.646,3.176,1.632,14.869,1.849,3.674,2.08,1.738,7.988,1.589,2.303,1.513,0.941,4.726,0.616,0.765,0.516,0.458,1.72,0
7.073,8.251,7.132,5.583,32.335,1.984,5.683,3.66,2.305,21.674,1.682,2.779,2.401,1.863,11.433,1.897,1.564,1.754,0.945,6.955,0.766,0.625,0.653,0.407,2.419,0
5.858,4.947,7.374,5.056,32.422,2.109,3.494,3.665,3.169,17.9,1.187,2.018,2.167,1.813,9.653,1.608,1.114,1.747,0.855,6.063,0.721,0.578,0.644,0.433,2.064,0
5.565,6.263,6.914,6.063,27.952,2.071,3.052,3.509,3.445,13.073,1.059,1.806,2.026,1.721,7.224,1.366,1.078,1.709,0.863,4.643,0.647,0.584,0.578,0.446,1.57,0
4.913,11.167,6.471,10.303,17.274,1.933,2.992,3.426,3.387,4.895,1.217,1.628,2.303,1.474,3.054,1.092,1.15,1.742,1.068,2.125,0.525,0.603,0.416,0.454,0.719,0
4,12.904,8.652,13.561,15.913,1.746,2.576,4.055,2.581,4.375,1.559,1.811,3.564,1.324,4.011,1.181,1.059,1.922,1.276,3.034,0.494,0.563,0.342,0.422,0.813,0
3.639,11.542,9.907,13.688,19.436,1.619,2.123,4.422,2.13,6.106,1.716,2.02,4.278,1.304,6.484,1.246,0.937,2.029,1.274,4.965,0.488,0.508,0.344,0.4,1.199,0
3.303,8.547,10.916,10.964,30.019,1.297,1.316,4.378,1.581,9.246,2.274,2.331,5.121,1.252,11.945,1.233,0.708,2.08,1.118,9.211,0.455,0.375,0.386,0.381,2.005,0
3.259,7.735,10.022,8.841,33.044,1.199,1.179,3.91,1.552,9.61,2.852,2.301,5.112,1.184,13.37,1.173,0.654,1.971,1.035,10.131,0.43,0.32,0.411,0.385,2.152,0
4.584,6.111,6.134,6.046,29.368,1.547,1.45,2.997,1.849,7.54,4.33,2.137,4.468,1.071,11.842,1.084,0.669,1.584,0.911,8.131,0.404,0.26,0.441,0.4,1.712,0
9.677,4.776,4.694,4.832,19.169,2.754,1.905,2.785,2.027,4.743,4.986,2.717,3.707,1.371,7.042,1.073,0.681,1.484,0.757,3.734,0.489,0.248,0.436,0.409,0.915,0
13.206,4.306,5.221,4.697,15.745,3.38,2.043,2.807,1.916,4.303,4.844,3.323,3.39,1.716,5.144,1.063,0.646,1.672,0.679,2.248,0.567,0.254,0.429,0.419,0.694,0
17.202,4.205,6.337,5.151,17.017,3.66,2.092,2.673,1.477,8.044,4.511,4.362,3.053,2.936,6.185,1.037,0.602,2.416,0.745,3.428,0.707,0.286,0.46,0.495,0.906,0
14.82,5.126,5.599,5.79,29.111,2.717,2.712,2.682,1.967,19.799,5.179,4.699,3.486,5.376,14.043,1.2,1.313,3.133,1.359,9.543,0.778,0.508,0.633,0.761,1.776,0
12.17,5.908,4.683,6.686,37.173,2.299,3.787,3.079,2.985,26.939,5.783,4.767,3.904,6.967,18.316,1.41,2.148,3.284,1.811,12.766,0.827,0.785,0.79,1.012,2.245,0
7.786,8.525,4.366,10.198,53.518,2.124,6.876,4.55,5.815,36.602,6.461,4.663,4.577,9.594,21.723,2.056,4.029,3.106,2.603,15.541,1.124,1.544,1.225,1.781,2.836,0
6.51,9.84,4.507,11.88,58.952,2.192,8.083,5.208,6.945,37.482,6.205,4.273,4.672,9.965,20.182,2.408,4.51,2.853,2.804,14.615,1.372,1.852,1.448,2.241,2.897,0
5.038,9.958,4.077,12.58,57.044,2.108,8.082,5.392,7.623,32.314,4.591,2.783,4.423,8.405,14.162,2.925,3.847,2.217,2.696,10.476,1.807,1.968,1.721,3.016,2.678,0
4.293,7.194,4.591,8.839,39.808,2.585,5.935,5.515,7.022,22.501,4.553,1.325,4.573,6.056,10.074,3.04,2.068,1.71,2.332,7.022,1.906,1.539,1.742,3.284,2.308,0
4.954,5.625,5.648,7.626,30.067,3.478,5.31,7.206,7.126,17.7,7.234,1.035,5.288,6.009,10.997,3.132,1.407,1.7,2.443,6.069,1.955,1.331,1.816,3.306,2.196,0
8.995,4.032,9.48,10.192,19.911,6.33,6.343,15.098,8.966,11.065,18.625,1.228,8.181,9.108,19.836,4.091,1.106,2.598,3.965,5.547,2.676,1.339,2.586,3.786,2.554,0
14.745,5.555,13.951,16.599,25.325,9.788,8.755,23.415,11.162,10.607,29.469,2.6,11.14,13.097,32.294,6.043,1.702,4.358,6.531,7.161,4.392,1.966,4.141,5.278,4.087,0
17.301,7.489,16.196,19.356,30.114,11.191,9.505,24.585,11.38,11.589,30.667,3.907,11.665,13.621,35.732,6.849,2.075,5.011,7.312,8.236,5.242,2.376,4.834,6.173,5.081,0
19.267,12.068,18.892,21.803,34.071,12.037,9.54,19.367,9.225,11.385,23.56,6.737,10.157,10.857,31.993,7.127,2.499,4.901,6.694,8.88,5.998,2.993,5.24,7.416,6.487,0
18.35,14.525,18.532,20.866,33.096,11.268,9.207,14.748,7.25,9.997,17.713,7.53,8.502,8.507,26.148,6.642,2.452,4.195,5.615,8.177,5.807,3.072,4.897,7.562,6.606,0
13.939,29.725,13.628,14.667,28.059,8.253,17.879,7.317,3.526,6.523,8.569,9.934,4.878,4.735,14.246,5.205,2.433,2.478,3.564,5.655,4.712,2.922,3.624,6.95,5.761,0
8.38,75.065,7.578,6.884,29.216,5.655,53.624,4.737,1.455,4.711,5.373,17.856,2.338,3.191,8.806,3.972,3.898,1.479,2.56,3.872,3.44,3.087,2.428,5.665,4.449,0
6.383,101.503,5.645,4.39,35.26,5.102,75.876,4.46,0.982,4.954,4.976,22.615,1.667,2.904,8.422,3.448,5.048,1.312,2.286,3.613,2.905,3.365,2.03,4.987,3.934,0
4.57,122.337,6.49,3.42,49.615,4.828,96.828,4.025,0.907,7.921,4.361,26.092,1.347,2.57,8.658,2.419,6.4,1.288,1.985,3.689,2.21,3.758,1.62,4.163,3.373,0
4.207,109.255,7.783,4.132,55.604,4.598,87.822,3.698,1.211,11.216,3.886,23.158,1.535,2.355,8.052,1.937,6.074,1.357,2.01,3.645,2.114,3.636,1.569,4.212,3.291,0
3.555,54.066,9.466,6.079,54.91,3.579,45.19,3.482,2.007,20.923,3.218,12.479,2.365,1.931,5.533,1.296,3.889,1.689,2.298,3.186,2.399,2.78,1.729,5.001,3.355,0
2.341,13.309,11.089,7.355,44.908,2.296,11.876,3.844,2.336,26.478,3.489,5.658,3.124,1.929,3.299,1.03,1.967,2.098,2.233,2.64,2.822,1.935,2.151,5.607,3.457,0
1.991,8.433,12.878,7.35,38.318,1.959,6.68,3.872,2.347,24.614,3.77,4.645,3.231,2.289,2.644,0.99,1.676,2.207,1.954,2.47,2.896,1.763,2.41,5.508,3.404,0
3.987,18.931,16.076,7.777,26.34,2.539,10.424,3.223,2.586,14.389,3.871,4.432,2.739,3.513,1.957,0.961,2.695,2.07,1.221,2.199,2.662,1.905,2.846,4.644,3.021,0
8.47,37.542,17.417,8.54,18.115,3.821,20.517,2.308,3.271,5.371,3.304,5.247,1.828,4.429,1.493,0.892,5.262,1.683,0.922,1.85,2.219,2.448,2.984,3.914,2.579,0
10.28,42.829,16.403,8.465,17.718,4.162,24.791,2.133,3.72,3.765,2.961,6.006,1.627,4.514,1.559,0.905,6.415,1.596,1.15,1.96,2.09,2.724,2.961,3.909,2.487,0
10.997,35.315,12.246,6.62,23.254,3.953,25.077,2.367,4.913,4.977,2.395,7.284,2.21,4.063,3.696,1.173,6.766,1.969,2.586,3.714,2.219,2.857,2.957,4.698,2.724,0
10.016,25.62,10.313,5.135,27.05,3.58,20.729,2.623,5.605,6.303,2.159,7.343,2.796,3.685,5.968,1.435,5.877,2.416,3.725,5.342,2.424,2.626,3.023,5.383,3.038,0
7.116,7.599,7.753,2.86,31.284,2.97,9.283,3.054,6.341,8.59,1.979,5.98,3.568,3.129,10.939,2.034,3.391,3.297,5.977,8.273,2.714,1.795,3.131,6.759,3.761,1
4.939,1.631,7.115,2.697,27.153,2.682,3.04,3.205,5.253,8.694,2.814,3.967,3.065,2.897,12.33,2.303,1.95,3.326,6.649,8.057,2.489,1.185,2.899,7.438,4.083,1
3.998,1.926,7.311,2.936,22.58,2.567,2.258,3.159,4.229,7.942,3.556,3.197,2.525,2.757,11.15,2.233,1.74,2.963,6.229,6.717,2.23,1.103,2.631,7.385,3.977,1
2.322,4.98,6.45,3.085,13.851,2.599,2.083,3.436,2.598,7.278,4.69,2.626,1.796,2.266,7.404,1.977,1.577,2.055,4.642,3.593,1.782,1.156,2.04,6.53,3.35,0
1.88,7.039,5.781,3.254,12.983,2.789,2.062,3.819,2.319,8.161,4.75,2.866,1.775,1.942,6.111,1.962,1.493,1.764,3.847,2.631,1.693,1.154,1.82,5.847,2.978,0
2.167,9.538,5.119,4.531,20.903,3.148,2.311,4.289,2.501,12.462,3.95,4.101,2.054,1.698,6.354,2.309,1.232,1.776,2.907,2.501,1.703,0.967,1.528,4.457,2.425,0
3.69,9.098,4.764,6.573,35.263,2.809,3.262,3.378,2.886,18.453,3.458,6.304,2.671,3.417,10.08,2.703,0.92,2.34,2.925,3.698,1.813,0.791,1.374,3.91,2.527,0
4.489,8.388,4.332,7.084,41.579,2.431,3.817,2.644,2.984,20.777,3.748,7.693,3.149,5.017,12.461,2.711,0.878,2.638,3.134,4.273,1.996,0.875,1.43,4.209,2.99,0
5.151,7.875,3.37,6.107,43.799,1.829,4.346,2.003,2.916,20.595,4.726,9.528,4.015,7.792,15.128,2.306,1.084,2.909,3.669,4.664,2.716,1.397,1.911,5.614,4.504,1
4.157,7.272,2.31,3.754,33.209,1.659,3.73,2.634,2.663,14.971,4.515,7.987,3.835,7.401,12.884,1.976,1.407,2.799,4.601,4.662,3.409,1.864,2.463,6.779,5.506,1
3.771,6.395,2.135,2.759,31.589,1.682,3.232,2.9,2.581,12.645,3.782,6.072,3.291,5.972,10.867,2.106,1.522,2.777,5.38,5.299,3.501,1.904,2.539,6.903,5.406,1
5.196,4.079,2.685,1.687,47.738,1.809,2.746,2.632,2.8,13.68,2.076,2.355,2.09,2.739,8.337,2.874,1.622,2.953,6.963,8.199,3.047,1.605,2.164,6.22,4.187,0
6.904,3.235,3.157,1.523,60.089,1.793,2.791,2.162,2.999,16.075,1.487,1.348,1.684,1.695,7.981,3.241,1.619,3.043,7.222,9.576,2.679,1.378,1.856,5.644,3.453,0
9.841,3.014,3.478,1.225,67.941,1.555,3.054,1.106,3.188,17.735,0.955,0.885,1.244,1.048,6.886,3.363,1.556,2.924,6.045,9.592,2.219,1.017,1.504,4.778,2.575,0
9.007,4.031,2.601,0.99,44.833,1.452,3.393,0.625,3.102,11.842,0.846,0.88,1.129,1.274,4.437,3.025,1.472,2.524,3.905,6.281,2.24,0.849,1.659,4.724,2.584,0
7.632,4.571,2.104,1.094,28.839,1.501,3.526,0.674,3.15,7.873,1.025,0.884,1.29,1.619,3.388,3.084,1.462,2.326,3.175,4.631,2.312,0.858,1.817,4.947,2.763,0
5.723,8.131,1.8,1.867,9.576,1.54,3.49,1.063,3.452,2.925,2.117,1.419,2.104,2.918,2.63,4.224,1.637,1.972,2.906,3.448,2.411,1.259,2.064,5.492,3.213,0
6.092,19.412,2.102,3.231,10.426,1.391,3.599,1.628,3.827,2.849,3.376,3.559,3.438,4.469,2.928,5.689,1.993,1.604,3.203,4.158,2.41,2.111,2.133,5.665,3.606,0
6.51,26.387,2.273,3.941,13.167,1.541,3.814,2.318,4.265,3.788,3.628,5.051,4.235,5.06,3.159,5.894,2.13,1.524,3.241,4.378,2.388,2.503,2.107,5.609,3.731,0
6.55,32.729,2.653,4.621,16.943,3.097,4.37,5.838,6.521,6.695,3.423,7.193,5.441,5.906,3.929,4.809,2.123,1.768,3.131,3.974,2.29,2.723,1.942,5.556,3.73,0
6.14,29.693,2.811,4.494,17.534,4.462,4.621,8.456,8.174,8.298,3.277,7.237,5.53,6.231,4.467,3.89,1.998,2.026,3.193,3.641,2.208,2.505,1.811,5.646,3.616,0
5.248,16.007,2.902,3.945,17.39,6.983,4.554,12.287,10.572,10.386,3.461,5.346,4.702,6.395,5.353,2.712,1.752,2.443,3.966,3.741,2.066,1.758,1.514,5.852,3.283,0
4.71,5.869,2.535,3.826,15.812,7.006,3.845,10.711,9.483,9.481,3.888,3.131,3.548,5.259,5.313,2.876,1.615,2.368,5.205,4.663,2.05,1.191,1.354,5.728,3.012,0
4.463,4.162,2.285,3.846,13.732,5.942,3.349,8.263,7.786,8.018,4.009,2.563,3.23,4.286,4.929,3.081,1.517,2.142,5.559,4.852,2.069,1.065,1.386,5.583,2.957,0
4.016,3.863,2.095,3.719,8.493,3.665,2.195,3.684,4.163,4.865,4.156,2.157,3.049,2.571,4.017,3.012,1.216,1.553,5.023,3.941,2.074,1.022,1.617,5.398,2.951,0
4.159,3.85,2.335,3.556,15.658,3.424,1.463,2.283,2.402,4.452,4.079,1.906,2.817,2.41,4.3,2.496,1.136,1.156,3.351,2.553,2.112,1.183,1.871,5.573,3.055,0
4.523,4.23,2.55,3.803,30.199,3.901,1.341,2.459,2.338,5.927,3.751,1.789,2.606,2.954,5.136,2.192,1.214,1.098,2.534,2.381,2.208,1.312,1.945,5.81,3.205,0
5.226,6.257,2.952,5.31,72.455,4.254,1.188,3.331,2.746,10.692,2.609,1.654,2.209,4.661,7.238,1.666,1.341,1.217,1.619,3.18,2.67,1.561,2.057,6.653,3.85,0
5.191,7.615,3.085,5.78,89.24,3.878,1.329,3.903,2.879,12.628,2.061,1.818,2.154,5.579,7.807,1.539,1.352,1.397,1.657,3.702,3.028,1.677,2.177,7.233,4.296,0
4.742,11.085,3.191,5.709,89.362,2.948,3.669,5.007,2.804,12.658,1.595,3.778,2.59,6.991,7.094,1.733,1.624,2.004,2.685,4.064,3.708,1.997,2.545,8.263,4.987,0
3.979,14.751,3.989,4.687,52.282,2.859,8.401,5.372,2.474,8.742,1.776,7.895,3.367,7.66,5.183,2.235,2.394,2.515,4.152,3.693,3.823,2.398,2.702,8.312,4.91,0
3.588,15.305,4.711,4.184,32.88,3.091,10.248,5.063,2.349,7.095,1.931,9.67,3.617,7.677,4.537,2.407,2.746,2.526,4.67,3.502,3.612,2.489,2.588,7.885,4.604,0
3.733,13.117,5.635,5.692,14.266,3.487,9.975,3.649,2.223,7.124,2.49,10.035,3.767,6.815,4.571,2.558,2.965,2.212,5.031,3.467,2.961,2.216,2.082,6.581,3.815,0
4.472,10.695,5.719,7.308,14.239,3.547,8.016,2.913,2.159,8.321,2.97,8.56,3.741,5.914,5.087,2.634,2.894,2.157,4.98,3.621,2.684,1.912,1.813,5.948,3.45,0
6.194,5.511,5.094,8.552,18.071,3.488,3.91,2.183,1.951,10.102,3.852,4.849,3.54,3.656,6.137,2.828,2.796,2.695,4.682,4.053,2.476,1.455,1.541,5.306,3.091,0
6.484,3.244,6.105,6.865,18.794,3.576,2.892,2.9,1.608,9.703,3.982,3.11,3.11,2.077,6.339,2.924,2.827,3.542,4.364,4.466,2.662,1.513,1.679,5.791,3.511,1
5.853,3.206,7.994,5.546,17.257,3.658,3.216,3.67,1.451,8.726,3.782,2.922,2.823,1.764,6.099,2.923,2.756,3.711,4.214,4.525,2.766,1.621,1.816,6.2,3.867,1
3.838,8.439,11.755,3.482,12.846,3.628,5.845,4.968,1.65,6.233,3.29,3.712,2.633,1.84,5.428,2.915,2.725,3.383,3.756,4.161,2.68,1.821,1.945,6.284,4.117,1
4.141,37.255,12.436,4.751,10.543,3.827,16.076,4.804,3.106,4.462,3.808,7.251,3.669,2.749,5.425,2.861,4,2.775,2.86,3.472,2.147,2.593,1.673,4.952,3.327,1
8.407,61.408,11.975,7.703,17.489,4.775,23.503,4.439,4.808,5.39,4.723,9.571,4.448,3.68,6.018,2.744,5.179,2.62,2.401,3.387,1.835,3.267,1.44,4.113,2.805,1
26.966,104.096,14.777,18.675,64.089,8.871,34.102,4.736,10.312,15.857,7.401,12.12,5.343,6.023,9.582,2.398,7.142,2.718,2.203,5.346,1.407,4.337,1.046,3.088,3.01,1
37.291,109.401,18.466,24.272,99.917,11.171,33.951,5.571,13.611,25.478,8.606,11.484,5.175,7.051,12.574,2.308,7.286,2.84,2.667,7.81,1.333,4.318,0.949,2.993,4.301,1
46.575,80.421,25.978,27.66,161.214,12.98,23.046,7.194,18.44,54.341,9.019,7.44,3.945,7.848,18.089,2.376,5.714,2.805,4.34,15.298,1.331,3.076,0.909,3.049,9.201,1
34.774,37.117,25.648,18.371,192.654,9.794,9.64,6.749,18.025,90.331,6.965,3.803,2.884,6.674,19.561,2.423,3.396,2.422,5.422,23.626,1.256,1.562,0.908,2.768,14.37,1
25.081,24.213,21.84,14.935,202.385,7.526,5.841,5.797,16.543,103.561,6.011,2.985,2.712,5.792,19.489,2.386,2.599,2.26,5.366,26.619,1.146,1.148,0.885,2.578,15.729,1
11.57,16.82,13.748,23.052,208.401,4.407,3.351,3.722,14.553,103.874,5.457,2.536,2.868,4.518,20.492,2.35,1.878,2.143,4.259,27.322,0.864,0.907,0.793,2.431,14.883,1
9.322,16.305,10.951,32.464,197.531,3.745,3.048,2.911,14.448,91.507,5.475,2.54,3.054,4.266,22.007,2.405,1.737,2.131,3.505,25.111,0.757,0.866,0.726,2.445,13.137,0
11.131,12.649,7.732,42.887,140.262,3.804,2.533,1.839,13.512,63.107,4.846,2.499,3.517,3.934,26.372,2.471,1.508,1.987,2.201,19.726,0.683,0.715,0.558,2.281,9.335,0
21.251,7.008,6.487,31.814,82.483,7.117,1.953,1.649,9.703,56.696,3.379,2.026,3.377,2.767,30.441,2.102,1.241,1.657,1.341,18.346,0.693,0.511,0.414,1.662,6.969,0
29.042,5.393,6.529,22.93,73.216,10.065,1.963,1.935,7.522,62.244,2.776,2.27,2.889,2.06,32.023,1.814,1.285,1.478,1.036,19.353,0.674,0.464,0.38,1.296,6.408,0
41.494,7.974,7.376,12.763,88.753,15.7,3.547,3.31,5.845,72.882,2.917,8.696,1.597,2.38,34.303,1.615,2.962,1.249,0.884,20.597,0.583,0.869,0.395,0.801,5.919,0
43.299,12.775,8.219,13.579,96.769,17.114,5.151,4.395,7.23,72.697,3.898,15.625,1.158,3.929,34.554,1.872,4.858,1.246,1.126,19.399,0.536,1.425,0.422,0.72,5.828,0
34.571,29.144,11.296,20.846,90.579,16.24,8.38,6.506,13.209,60.709,6.923,29.923,1.057,8.588,31.101,2.8,9.001,1.421,1.951,14.214,0.491,2.785,0.473,0.761,5.854,0
21.971,40.411,14.873,28.092,72.333,12.514,8.903,7.6,17.25,49.171,8.656,31.117,1.48,11.417,25.19,3.573,9.627,1.617,2.582,11.455,0.534,3.211,0.515,0.89,6.381,0
18.713,40.716,16.593,31.32,68.305,10.498,7.847,8.045,16.601,47.55,8.337,25.555,1.645,11.229,22.645,3.784,8.128,1.677,2.846,12.244,0.608,2.849,0.544,0.968,6.756,0
17.571,30.668,19.282,36.576,71.544,6.612,4.924,9.407,10.893,48.502,6.19,11.305,2.033,8.423,20.242,3.898,3.912,1.774,3.495,16.118,0.831,1.588,0.617,1.129,7.232,0
16.572,18.162,19.919,35.643,73.307,3.712,3.506,9.799,4.882,42.253,4.66,4.139,2.53,5,20.319,3.525,1.486,1.829,3.794,18.039,0.932,0.735,0.628,1.191,7.059,0
